 format: day,hour,forecast,value  location:53_124 Start : 20260706 
 6,2300,+39,95.000000 
 6,2300,+40,95.000000 
 6,2300,+41,95.000000 
 6,2300,+42,95.000000 
 6,2300,+43,95.000000 
 6,2300,+44,95.000000 
 6,2300,+45,95.000000 
 6,2300,+46,95.000000 
 6,2300,+47,95.000000 
 6,2300,+48,95.000000 
 6,2300,+49,90.000000 
 6,2300,+50,90.000000 
 6,2300,+51,90.000000 
 6,2300,+52,90.000000 
 6,2300,+53,90.000000 
 6,2300,+54,90.000000 
 6,2300,+55,90.000000 
 6,2300,+56,85.000000 
 6,2300,+57,85.000000 
 6,2300,+58,85.000000 
 6,2300,+59,90.000000 
 6,2300,+60,90.000000 
 6,2300,+61,90.000000 
 6,2300,+62,90.000000 
 6,2300,+63,90.000000 
 6,2300,+64,90.000000 
 6,2300,+67,95.000000 
 6,2300,+70,95.000000 
 6,2300,+73,90.000000 
 6,2300,+76,85.000000 
 6,2300,+79,85.000000 
 6,2300,+82,85.000000 
 6,2300,+85,95.000000 
 6,2300,+88,95.000000 
 Start : 20260707 
 7,0200,+6,80.000000 
 7,0200,+7,80.000000 
 7,0200,+8,80.000000 
 7,0200,+9,80.000000 
 7,0200,+10,85.000000 
 7,0200,+11,85.000000 
 7,0200,+12,90.000000 
 7,0200,+13,85.000000 
 7,0200,+14,85.000000 
 7,0200,+15,90.000000 
 7,0200,+16,85.000000 
 7,0200,+17,80.000000 
 7,0200,+18,80.000000 
 7,0200,+19,80.000000 
 7,0200,+20,85.000000 
 7,0200,+21,85.000000 
 7,0200,+22,85.000000 
 7,0200,+23,90.000000 
 7,0200,+24,90.000000 
 7,0200,+25,90.000000 
 7,0200,+26,90.000000 
 7,0200,+27,90.000000 
 7,0200,+28,90.000000 
 7,0200,+29,90.000000 
 7,0200,+30,90.000000 
 7,0200,+31,90.000000 
 7,0200,+32,90.000000 
 7,0200,+33,95.000000 
 7,0200,+34,95.000000 
 7,0200,+35,95.000000 
 7,0200,+36,95.000000 
 7,0200,+37,95.000000 
 7,0200,+38,95.000000 
 7,0200,+39,95.000000 
 7,0200,+40,95.000000 
 7,0200,+41,95.000000 
 7,0200,+42,95.000000 
 7,0200,+43,95.000000 
 7,0200,+44,95.000000 
 7,0200,+45,95.000000 
 7,0200,+46,90.000000 
 7,0200,+47,90.000000 
 7,0200,+48,90.000000 
 7,0200,+49,90.000000 
 7,0200,+50,90.000000 
 7,0200,+51,90.000000 
 7,0200,+52,90.000000 
 7,0200,+53,85.000000 
 7,0200,+54,85.000000 
 7,0200,+55,85.000000 
 7,0200,+56,90.000000 
 7,0200,+57,90.000000 
 7,0200,+58,90.000000 
 7,0200,+59,90.000000 
 7,0200,+60,90.000000 
 7,0200,+61,90.000000 
 7,0200,+64,95.000000 
 7,0200,+67,95.000000 
 7,0200,+70,90.000000 
 7,0200,+73,85.000000 
 7,0200,+76,85.000000 
 7,0200,+79,85.000000 
 7,0200,+82,95.000000 
 7,0200,+85,95.000000 
 7,0500,+6,80.000000 
 7,0500,+7,85.000000 
 7,0500,+8,85.000000 
 7,0500,+9,90.000000 
 7,0500,+10,85.000000 
 7,0500,+11,85.000000 
 7,0500,+12,90.000000 
 7,0500,+13,85.000000 
 7,0500,+14,80.000000 
 7,0500,+15,80.000000 
 7,0500,+16,80.000000 
 7,0500,+17,85.000000 
 7,0500,+18,85.000000 
 7,0500,+19,85.000000 
 7,0500,+20,90.000000 
 7,0500,+21,90.000000 
 7,0500,+22,90.000000 
 7,0500,+23,90.000000 
 7,0500,+24,90.000000 
 7,0500,+25,90.000000 
 7,0500,+26,90.000000 
 7,0500,+27,90.000000 
 7,0500,+28,90.000000 
 7,0500,+29,90.000000 
 7,0500,+30,95.000000 
 7,0500,+31,95.000000 
 7,0500,+32,95.000000 
 7,0500,+33,95.000000 
 7,0500,+34,95.000000 
 7,0500,+35,95.000000 
 7,0500,+36,95.000000 
 7,0500,+37,95.000000 
 7,0500,+38,95.000000 
